PubMedID,MeshID
6497240,D000900
6497240,D002648
6497240,D003646
6497240,D003882
6497240,D004322
6497240,D004939
6497240,D006801
6497240,D008297
6497240,D010608
6497240,D011241
26200040,D000328
26200040,D000368
26200040,D000538
26200040,D000930
26200040,D018276
26200040,D000077215
26200040,D003967
26200040,D005260
26200040,D006801
26200040,D008297
26200040,D008875
26200040,D010865
26200040,D011446
26200040,D011788
26200040,D013964
26200040,D016896
32907638,D000328
32907638,D000368
32907638,D000893
32907638,D061067
32907638,D000073640
32907638,D000086382
32907638,D018352
32907638,D004334
32907638,D005260
32907638,D054884
32907638,D006801
32907638,D008297
32907638,D008875
32907638,D058873
32907638,D010343
32907638,D011024
32907638,D000075082
32907638,D016032
32907638,D000086402
32907638,D013030
32907638,D013997
32907638,D016896
32907638,D055815
32907638,D000093485
34398888,D000293
34398888,D000977
34398888,D014355
34398888,D002648
34398888,D002675
34398888,D002986
34398888,D005260
34398888,D006801
34398888,D008297
34398888,D064887
34398888,D016896
34398888,D014344
34398888,D014349
34398888,D055815
35187850,D000328
35187850,D000971
35187850,D001761
35187850,D002648
35187850,D003520
35187850,D003606
35187850,D004317
35187850,D005047
35187850,D006689
35187850,D006801
35187850,D000072078
35187850,D011241
35187850,D012189
35187850,D014747
35187850,D014750
11493229,D000085
11493229,D000328
11493229,D000368
11493229,D000588
11493229,D000927
11493229,D003509
11493229,D005260
11493229,D000077206
11493229,D019569
11493229,D006801
11493229,D008297
11493229,D008875
11493229,D010865
11493229,D016896
11493229,D005680
16187778,D000328
16187778,D001288
16187778,D016642
16187778,D003072
16187778,D003692
16187778,D018765
16187778,D004311
16187778,D005260
16187778,D006801
16187778,D008297
16187778,D008875
16187778,D009483
16187778,D009538
16187778,D010919
16187778,D011597
16187778,D012559
16187778,D012565
16187778,D016540
16187778,D013375
16187778,D014029
16187778,D016896
6135344,D000319
6135344,D002986
6135344,D003327
6135344,D004311
6135344,D006801
6135344,D008790
6135344,D009203
6135344,D011446
6135344,D011897
6135344,D013999
8934600,D001699
8934600,D002648
8934600,D002675
8934600,D016000
8934600,D003131
8934600,D003627
8934600,D006801
8934600,D007223
8934600,D008876
8934600,D010034
8934600,D011241
8934600,D013997
8934600,D015662
11314873,D000284
11314873,D000368
11314873,D000369
11314873,D015283
11314873,D018592
11314873,D003866
11314873,D004311
11314873,D004565
11314873,D005260
11314873,D006801
11314873,D006854
11314873,D008297
11314873,D008875
11314873,D011388
11314873,D012640
11314873,D017367
11314873,D013972
31888723,D000328
31888723,D000368
31888723,D004244
31888723,D004311
31888723,D057239
31888723,D005260
31888723,D005500
31888723,D005858
31888723,D006261
31888723,D006785
31888723,D006801
31888723,D008297
31888723,D008790
31888723,D008875
31888723,D008881
31888723,D011322
31888723,D011446
31888723,D011788
31888723,D057566
31888723,D014717
25351232,D000818
25351232,D000900
25351232,D001419
25351232,D002371
25351232,D002415
25351232,D004352
25351232,D016983
25351232,D004926
25351232,D005260
25351232,D008297
25351232,D008835
25351232,D015995
25351232,D012189
25351232,D013210
25351232,D013291
25351232,D014552
15567458,D000244
15567458,D000368
15567458,D000077144
15567458,D005260
15567458,D006801
15567458,D008297
15567458,D008875
15567458,D010974
15567458,D010979
15567458,D011237
15567458,D011379
15567458,D012306
15567458,D015607
15567458,D013927
15567458,D013988
19588410,D000293
19588410,D000305
19588410,D000318
19588410,D000328
19588410,D000420
19588410,D018927
19588410,D001249
19588410,D002648
19588410,D006801
19588410,D000068299
19588410,D055815
27836009,D000280
27836009,D058666
27836009,D000420
27836009,D002648
27836009,D002675
27836009,D002985
27836009,D006801
27836009,D012135
27836009,D018401
7579423,D000971
7579423,D002330
7579423,D003131
7579423,D003520
7579423,D003561
7579423,D004317
7579423,D006084
7579423,D016298
7579423,D018380
7579423,D006801
7579423,D015993
7579423,D008224
7579423,D008558
7579423,D008875
7579423,D010198
7579423,D011034
7579423,D011241
7579423,D011379
7579423,D013713
7579423,D016896
7579423,D014750
7579423,D014916
18840367,D000328
18840367,D000368
18840367,D017311
18840367,D000806
18840367,D000959
18840367,D001794
18840367,D001938
18840367,D002121
18840367,D004311
18840367,D004359
18840367,D004487
18840367,D005260
18840367,D006801
18840367,D006973
18840367,D008297
18840367,D008875
18840367,D011446
18840367,D017257
3731824,D000368
3731824,D003404
3731824,D004359
3731824,D005260
3731824,D006801
3731824,D006852
3731824,D006973
3731824,D007677
3731824,D008297
3731824,D008875
3731824,D010096
3731824,D011188
3731824,D011897
3731824,D014223
3731824,D014508
3731824,D014527
26505596,D000280
26505596,D058666
26505596,D001741
26505596,D000420
26505596,D001249
26505596,D018680
26505596,D018450
26505596,D004359
26505596,D004983
26505596,D005260
26505596,D005540
26505596,D000068759
26505596,D005938
26505596,D006801
26505596,D007166
26505596,D008297
26505596,D008875
26505596,D018343
26505596,D000068299
26505596,D012602
26505596,D000069447
11410410,D000293
11410410,D000971
11410410,D001215
11410410,D002648
11410410,D002675
11410410,D003630
11410410,D005260
11410410,D006801
11410410,D007223
11410410,D008137
11410410,D008297
11410410,D054198
11410410,D011241
11410410,D011379
11410410,D012074
11410410,D012307
11410410,D016896
11410410,D014750
32646502,D000293
32646502,D000305
32646502,D000328
32646502,D000368
32646502,D000553
32646502,D000998
32646502,D000073640
32646502,D000086382
32646502,D018352
32646502,D005260
32646502,D006801
32646502,D008297
32646502,D008875
32646502,D058873
32646502,D011024
32646502,D011241
32646502,D016032
32646502,D000086402
32646502,D012720
32646502,D013030
32646502,D013997
32646502,D016896
32646502,D055815
32646502,D000093485
7705113,D000305
7705113,D000328
7705113,D000403
7705113,D005260
7705113,D005541
7705113,D005921
7705113,D006801
7705113,D008297
7705113,D009119
7705113,D011241
7705113,D016553
7705113,D012132
7705113,D016037
7705113,D014797
29636109,D000293
29636109,D000328
29636109,D000368
29636109,D000369
29636109,D001379
29636109,D002648
29636109,D015331
29636109,D003520
29636109,D016572
29636109,D005260
29636109,D005938
29636109,D006027
29636109,D006801
29636109,D000077733
29636109,D007166
29636109,D000077339
29636109,D008297
29636109,D008727
29636109,D008875
29636109,D009173
29636109,D011241
29636109,D011446
29636109,D012074
29636109,D016896
29636109,D055815
1611965,D000328
1611965,D001794
1611965,D004311
1611965,D004656
1611965,D005080
1611965,D006339
1611965,D006801
1611965,D006973
1611965,D008297
1611965,D008790
1611965,D008875
1611965,D005082
1611965,D013177
1611965,D013997
14749145,D000419
14749145,D017311
14749145,D000804
14749145,D000959
14749145,D001713
14749145,D002986
14749145,D003924
14749145,D003928
14749145,D006801
14749145,D000077405
14749145,D007676
14749145,D019808
14749145,D011507
14749145,D013777
11986904,D057911
11986904,D000818
11986904,D000959
11986904,D006801
11986904,D006973
11986904,D011945
11986904,D012084
17264803,D020413
17264803,D000328
17264803,D016642
17264803,D050483
17264803,D018765
17264803,D005260
17264803,D005838
17264803,D006801
17264803,D008297
17264803,D008875
17264803,D018598
17264803,D009538
17264803,D018722
17264803,D011110
17264803,D012907
17264803,D016540
17264803,D000074606
17264803,D016896
23876376,D000328
23876376,D002250
23876376,D016022
23876376,D003342
23876376,D003913
23876376,D004298
23876376,D018492
23876376,D018765
23876376,D005260
23876376,D059907
23876376,D006801
23876376,D008297
23876376,D008875
23876376,D009771
23876376,D011569
23876376,D020891
23876376,D011877
23876376,D017448
23876376,D050637
23876376,D005879
15837835,D000080242
15837835,D000328
15837835,D000959
15837835,D000975
15837835,D002097
15837835,D002227
15837835,D000077261
15837835,D004249
15837835,D003849
15837835,D004311
15837835,D005260
15837835,D006801
15837835,D006852
15837835,D006973
15837835,D008297
15837835,D008875
15837835,D010865
15837835,D011412
15837835,D012720
31294486,D000368
31294486,D000074425
31294486,D000736
31294486,D000971
31294486,D000077143
31294486,D019008
31294486,D006801
31294486,D061705
31294486,D007150
31294486,D008297
31294486,D009362
31294486,D011241
31294486,D064129
31294486,D012189
18606102,D005464
18606102,D006333
18606102,D006801
18606102,D019161
18606102,D011743
18606102,D000068718
18606102,D013449
1100130,D002330
1100130,D002986
1100130,D003520
1100130,D005069
1100130,D006801
1100130,D008223
1100130,D008962
1100130,D011241
1100130,D011379
1100130,D013223
1100130,D014750
25025694,D054058
25025694,D000368
25025694,D001792
25025694,D055252
25025694,D005260
25025694,D005434
25025694,D006801
25025694,D008297
25025694,D008875
25025694,D010974
25025694,D010975
25025694,D012307
16195983,D000284
16195983,D000318
16195983,D000328
16195983,D000420
16195983,D001823
16195983,D018592
16195983,D004305
16195983,D004311
16195983,D015444
16195983,D005080
16195983,D006801
16195983,D019344
16195983,D020738
16195983,D008297
16195983,D012146
16195983,D014891
10522926,D000328
10522926,D000368
10522926,D018726
10522926,D001905
10522926,D005260
10522926,D006099
10522926,D006635
10522926,D006801
10522926,D007822
10522926,D007978
10522926,D008297
10522926,D008875
10522926,D009853
10522926,D011446
10522926,D054328
10522926,D011899
10522926,D016896
6438457,D000328
6438457,D000368
6438457,D006585
6438457,D000971
6438457,D002699
6438457,D003520
6438457,D004317
6438457,D005260
6438457,D005472
6438457,D006106
6438457,D006801
6438457,D008558
6438457,D008727
6438457,D008875
6438457,D009367
6438457,D010051
6438457,D011241
6438457,D012189
6438457,D014750
23169503,D000328
23169503,D000368
23169503,D000369
23169503,D058846
23169503,D000971
23169503,D003520
23169503,D004317
23169503,D005260
23169503,D005500
23169503,D015658
23169503,D015497
23169503,D006801
23169503,D016483
23169503,D008297
23169503,D008875
23169503,D009364
23169503,D009367
23169503,D011092
23169503,D011241
23169503,D011379
23169503,D011446
23169503,D012074
23169503,D000069283
23169503,D015996
23169503,D014750
18954629,D000284
18954629,D000818
18954629,D001241
18954629,D001705
18954629,D000077144
18954629,D017985
18954629,D004195
18954629,D004305
18954629,D004334
18954629,D019918
18954629,D007279
18954629,D011182
18954629,D011183
18954629,D011897
18954629,D012307
18954629,D012680
18954629,D018709
18954629,D015996
18954629,D013552
18954629,D013923
18954629,D015912
18954629,D013988
18954629,D013997
22067268,D000231
22067268,D001681
22067268,D002454
22067268,D005260
22067268,D005500
22067268,D006801
22067268,D007457
22067268,D008297
22067268,D008875
22067268,D009364
22067268,D011379
22067268,D011446
22067268,D012307
22067268,D013954
22067268,D013964
22067268,D013972
22067268,D057073
15683501,D000319
15683501,D015906
15683501,D002227
15683501,D000077261
15683501,D005260
15683501,D006339
15683501,D006439
15683501,D006801
15683501,D008297
15683501,D008790
15683501,D008875
15683501,D009203
15683501,D011412
15683501,D011446
16467039,D000328
16467039,D018501
16467039,D003520
16467039,D004359
16467039,D005260
16467039,D005500
16467039,D006801
16467039,D008875
16467039,D018579
16467039,D011241
16467039,D045743
16467039,D012595
16467039,D012720
16467039,D013997
16467039,D016896
2778791,D000806
2778791,D006801
2778791,D006973
2778791,D010865
2778791,D012684
2778791,D012903
2778791,D013649
2778791,D015032
1708910,D000206
1708910,D000971
1708910,D001761
1708910,D003520
1708910,D003907
1708910,D004317
1708910,D005260
1708910,D006801
1708910,D002955
1708910,D008228
1708910,D008297
1708910,D008727
1708910,D008800
1708910,D011241
1708910,D011446
1708910,D012307
1708910,D015996
1708910,D014750
16331635,D000328
16331635,D018952
16331635,D000971
16331635,D003131
16331635,D003520
16331635,D004317
16331635,D004334
16331635,D005047
16331635,D005260
16331635,D006801
16331635,D008223
16331635,D008297
16331635,D008875
16331635,D036102
16331635,D011241
16331635,D011446
16331635,D015996
16331635,D014182
16331635,D016896
16331635,D014750
12422579,D000328
12422579,D000658
12422579,D000897
12422579,D001729
12422579,D017291
12422579,D004351
12422579,D004359
12422579,D004415
12422579,D005260
12422579,D005773
12422579,D016481
12422579,D016480
12422579,D006801
12422579,D008297
12422579,D008795
12422579,D008826
12422579,D008875
12422579,D009853
12422579,D011899
12422579,D016896
34813516,D000701
34813516,D002648
34813516,D005260
34813516,D000077206
34813516,D006801
34813516,D008297
34813516,D009437
34813516,D009483
34813516,D054198
11147928,D000328
11147928,D003024
11147928,D004347
11147928,D004359
11147928,D005260
11147928,D006801
11147928,D008297
11147928,D008875
11147928,D017374
11147928,D011618
11147928,D012559
11147928,D012702
11147928,D017367
11147928,D020280
678181,D000293
678181,D000328
678181,D001763
678181,D002648
678181,D002675
678181,D005128
678181,D005260
678181,D005350
678181,D006801
678181,D007500
678181,D008297
678181,D009364
678181,D009918
678181,D010211
678181,D011241
678181,D011379
678181,D012189
2877480,D000319
2877480,D000368
2877480,D000369
2877480,D000584
2877480,D001262
2877480,D002986
2877480,D004311
2877480,D004338
2877480,D005260
2877480,D006801
2877480,D006852
2877480,D006973
2877480,D008297
2877480,D008790
2877480,D010869
2877480,D011446
2877480,D011897
2877480,D013548
1478401,D000368
1478401,D000418
1478401,D001201
1478401,D003131
1478401,D004359
1478401,D005260
1478401,D005665
1478401,D006801
1478401,D007010
1478401,D007262
1478401,D008103
1478401,D008104
1478401,D008297
1478401,D008875
1478401,D011677
1478401,D012008
1478401,D013148
13895,D000284
13895,D000318
13895,D000403
13895,D000420
13895,D001991
13895,D001993
13895,D002319
13895,D002908
13895,D002986
13895,D004983
13895,D005280
13895,D005541
13895,D006339
13895,D006801
13895,D009921
13895,D010671
13895,D010919
13895,D013268
13895,D013726
17258415,D000293
17258415,D000328
17258415,D000368
17258415,D000900
17258415,D017714
17258415,D004926
17258415,D005260
17258415,D006801
17258415,D008826
17258415,D008875
17258415,D011446
17258415,D014552
11531620,D000022
11531620,D000033
11531620,D000328
11531620,D000658
11531620,D002981
11531620,D004359
11531620,D004917
11531620,D005260
11531620,D006801
11531620,D011247
11531620,D011261
11531620,D012189
11531620,D055502
27893543,D000328
27893543,D000368
27893543,D000658
27893543,D000900
27893543,D003093
27893543,D003106
27893543,D003113
27893543,D003131
27893543,D004359
27893543,D064806
27893543,D000069467
27893543,D005260
27893543,D005578
27893543,D000069196
27893543,D006801
27893543,D008297
27893543,D008795
27893543,D008875
27893543,D010865
27893543,D011446
27893543,D012720
27893543,D016896
27893543,D055815
23562005,D000328
23562005,D000818
23562005,D000928
23562005,D018687
23562005,D015283
23562005,D003863
23562005,D003865
23562005,D004195
23562005,D004311
23562005,D005260
23562005,D050487
23562005,D006801
23562005,D008297
23562005,D051381
23562005,D017208
23562005,D012521
31690730,D005260
31690730,D006801
31690730,D008687
31690730,D010084
31690730,D018384
31690730,D011085
31690730,D013107
1929631,D000368
1929631,D006348
1929631,D002315
1929631,D002395
1929631,D005260
1929631,D005665
1929631,D006801
1929631,D008297
1929631,D008875
1929631,D011183
1929631,D011379
1929631,D011446
1929631,D013960
1929631,D013963
1929631,D013972
1929631,D013974
1929631,D014284
1929631,D014656
28768265,D000328
28768265,D000893
28768265,D001323
28768265,D005260
28768265,D006801
28768265,D008297
28768265,D008875
28768265,D009157
28768265,D011241
28768265,D020794
28768265,D011950
28768265,D012189
28768265,D016896
30968335,D000284
30968335,D000328
30968335,D000806
30968335,D000924
30968335,D000925
30968335,D002316
30968335,D016022
30968335,D003276
30968335,D003924
30968335,D004077
30968335,D004347
30968335,D005260
30968335,D052216
30968335,D064368
30968335,D006801
30968335,D007279
30968335,D017706
30968335,D008297
30968335,D008875
30968335,D010455
30968335,D004364
30968335,D019821
30968335,D014859
27188755,D000244
27188755,D000328
27188755,D000368
27188755,D000369
27188755,D000818
27188755,D000077144
27188755,D004730
27188755,D005260
27188755,D005385
27188755,D006801
27188755,D008297
27188755,D008875
27188755,D015539
27188755,D010975
27188755,D000075082
27188755,D058921
27188755,D012595
27188755,D012701
27188755,D012883
27188755,D013988
27188755,D019010
28444141,D000769
28444141,D018685
28444141,D047228
28444141,D000818
28444141,D015415
28444141,D001812
28444141,D004195
28444141,D000069280
28444141,D007530
28444141,D019808
28444141,D008279
28444141,D008297
28444141,D011446
28444141,D051381
28444141,D017207
28444141,D013226
8299668,D000280
8299668,D000287
8299668,D000328
8299668,D000420
8299668,D000584
8299668,D002034
8299668,D004311
8299668,D004594
8299668,D005665
8299668,D006801
8299668,D008297
8299668,D009297
8299668,D011199
3534842,D000368
3534842,D001581
3534842,D001786
3534842,D002986
3534842,D004232
3534842,D004311
3534842,D005260
3534842,D006801
3534842,D006973
3534842,D008297
3534842,D011897
3534842,D049993
10541425,D000280
10541425,D000293
10541425,D000328
10541425,D000335
10541425,D000336
10541425,D000368
10541425,D000420
10541425,D018927
10541425,D001249
10541425,D017402
10541425,D004311
10541425,D004359
10541425,D005541
10541425,D005938
10541425,D006801
10541425,D006845
10541425,D008297
10541425,D008875
10541425,D012449
10541425,D016896
10541425,D014222
17848751,D053607
17848751,D000368
17848751,D000369
17848751,D002277
17848751,D002289
17848751,D018288
17848751,D005260
17848751,D006801
17848751,D007150
17848751,D008175
17848751,D008297
17848751,D008875
17848751,D009367
17848751,D011379
17848751,D012189
17848751,D016019
33583283,D057911
33583283,D000806
33583283,D000086382
33583283,D000078331
33583283,D005260
33583283,D006801
33583283,D006973
33583283,D008168
33583283,D008297
33583283,D008875
33583283,D012189
33583283,D018570
33583283,D000086402
33583283,D012720
33583283,D014057
33583283,D014421
20673201,D000328
20673201,D000368
20673201,D057911
20673201,D000959
20673201,D001794
20673201,D015897
20673201,D015536
20673201,D004338
20673201,D004359
20673201,D005260
20673201,D006801
20673201,D006973
20673201,D008297
20673201,D008875
20673201,D012189
20673201,D013607
20673201,D013777
20673201,D016896
20673201,D014633
20673201,D000068756
30933857,D054058
30933857,D000328
30933857,D000368
30933857,D017023
30933857,D054855
30933857,D000080903
30933857,D005260
30933857,D005500
30933857,D006801
30933857,D007166
30933857,D008297
30933857,D008875
30933857,D062645
30933857,D010975
30933857,D011446
30933857,D011474
30933857,D020123
30933857,D000077486
30933857,D016896
30933857,D055815
25794779,D000293
25794779,D000328
25794779,D000658
25794779,D000900
25794779,D019072
25794779,D002981
25794779,D018592
25794779,D004311
25794779,D004368
25794779,D005260
25794779,D005334
25794779,D006801
25794779,D008297
25794779,D008334
25794779,D008875
25794779,D008964
25794779,D061646
25794779,D006472
25794779,D019226
25794779,D010027
25794779,D010149
25794779,D010919
25794779,D019106
25794779,D013530
25794779,D014095
25794779,D016896
25794779,D055815
12820174,D000328
12820174,D000368
12820174,D015283
12820174,D003865
12820174,D005260
12820174,D006801
12820174,D008297
12820174,D008875
12820174,D010698
12820174,D011446
12820174,D017367
12820174,D012720
8899094,D000328
8899094,D000368
8899094,D000900
8899094,D000897
8899094,D000994
8899094,D016009
8899094,D017291
8899094,D004381
8899094,D005260
8899094,D016481
8899094,D016480
8899094,D006801
8899094,D008297
8899094,D008875
8899094,D009853
8899094,D011446
8899094,D011899
8899094,D014011
7838898,D000328
7838898,D000379
7838898,D000525
7838898,D003000
7838898,D005260
7838898,D013006
7838898,D013007
7838898,D006801
7838898,D007334
7838898,D008297
7838898,D008875
7838898,D016584
7838898,D018341
11215153,D000328
11215153,D053961
11215153,D018592
11215153,D004311
11215153,D006801
11215153,D006993
11215153,D008297
11215153,D010879
11215153,D011597
11215153,D011725
11215153,D007319
11215153,D000077334
9949726,D000433
9949726,D000319
9949726,D001262
9949726,D002853
9949726,D005021
9949726,D006801
9949726,D006863
9949726,D008790
9949726,D008823
9949726,D011433
9949726,D012967
9949726,D013050
9949726,D013501
21918510,D000368
21918510,D000369
21918510,D043303
21918510,D000077144
21918510,D005260
21918510,D005500
21918510,D005838
21918510,D017052
21918510,D006801
21918510,D008297
21918510,D008875
21918510,D009203
21918510,D011110
21918510,D011446
21918510,D012042
21918510,D013988
21918510,D016896
6355617,D001794
6355617,D002216
6355617,D005665
6355617,D006801
6355617,D007668
6355617,D009318
6355617,D011392
6355617,D012079
6355617,D012084
6355617,D012964
8912147,D000328
8912147,D000368
8912147,D001201
8912147,D004232
8912147,D004351
8912147,D005260
8912147,D005665
8912147,D008401
8912147,D005919
8912147,D006801
8912147,D007262
8912147,D007668
8912147,D008103
8912147,D008297
8912147,D008875
8912147,D011188
8912147,D011453
8912147,D012964
8912147,D013449
8912147,D000077786
21881030,D000068579
21881030,D052246
21881030,D004311
21881030,D005260
21881030,D005500
21881030,D006801
21881030,D008297
21881030,D060787
21881030,D009361
21881030,D009364
21881030,D009367
21881030,D010349
21881030,D011720
21881030,D011788
21881030,D013449
21881030,D015996
21881030,D016896
21881030,D001749
27400856,D002352
27400856,D016022
27400856,D003024
27400856,D059472
27400856,D005260
27400856,D055106
27400856,D059866
27400856,D006801
27400856,D008297
27400856,D009503
27400856,D016017
27400856,D012559
27400856,D000074542
28528780,D000284
28528780,D000368
28528780,D000925
28528780,D001281
28528780,D004305
28528780,D004359
28528780,D065427
28528780,D005260
28528780,D005500
28528780,D006801
28528780,D008297
28528780,D057216
28528780,D011720
28528780,D011728
28528780,D012189
28528780,D020521
28528780,D016896
28528780,D014812
24740178,D000328
24740178,D000368
24740178,D058846
24740178,D000971
24740178,D003520
24740178,D004305
24740178,D004317
24740178,D004334
24740178,D005240
24740178,D005260
24740178,D016179
24740178,D006801
24740178,D015994
24740178,D000078224
24740178,D008228
24740178,D008297
24740178,D008875
24740178,D011241
24740178,D011446
24740178,D011994
24740178,D012307
24740178,D000069283
24740178,D013921
24740178,D014750
24740178,D055815
19536452,D002288
19536452,D000231
19536452,D000368
19536452,D000369
19536452,D000897
19536452,D000970
19536452,D021441
19536452,D049448
19536452,D016503
19536452,D019160
19536452,D005260
19536452,D051549
19536452,D006801
19536452,D008297
19536452,D008875
19536452,D009853
19536452,D010190
19536452,D013467
19536452,D014057
6397454,D002986
6397454,D004298
6397454,D004374
6397454,D006801
6397454,D007213
6397454,D007231
6397454,D007235
6397454,D007263
6397454,D007668
6397454,D011897
29325133,D000328
29325133,D000886
29325133,D015992
29325133,D004334
29325133,D005260
29325133,D006801
29325133,D007004
29325133,D008137
29325133,D007986
29325133,D008598
29325133,D008687
29325133,D011085
29325133,D011446
29325133,D013739
29325133,D055815
11674925,D000293
11674925,D000318
11674925,D000328
11674925,D000420
11674925,D018927
11674925,D001249
11674925,D001991
11674925,D002940
11674925,D003864
11674925,D004791
11674925,D005260
11674925,D005541
11674925,D005744
11674925,D005764
11674925,D006801
11674925,D008297
11674925,D009853
11674925,D010366
11674925,D054328
11674925,D011877
11674925,D012636
11674925,D014136
11674925,D016896
26297729,D000328
26297729,D000368
26297729,D000369
26297729,D058846
26297729,D000971
26297729,D001921
26297729,D003520
26297729,D018450
26297729,D004317
26297729,D005260
26297729,D019788
26297729,D005947
26297729,D006801
26297729,D016403
26297729,D008297
26297729,D008875
26297729,D049268
26297729,D011241
26297729,D011379
26297729,D019275
26297729,D012189
26297729,D000069283
26297729,D014750
18988286,D000328
18988286,D000971
18988286,D001761
18988286,D003131
18988286,D003606
18988286,D004317
18988286,D005047
18988286,D005260
18988286,D018380
18988286,D006689
18988286,D006801
18988286,D015182
18988286,D008297
18988286,D008775
18988286,D011241
18988286,D016896
18988286,D014747
18988286,D014750
15726877,D000284
15726877,D000328
15726877,D000531
15726877,D000893
15726877,D004781
15726877,D006801
15726877,D008297
15726877,D011239
3387183,D000208
3387183,D002648
3387183,D002675
3387183,D002908
3387183,D005260
3387183,D006801
3387183,D007223
3387183,D008297
3387183,D011241
3387183,D011696
3387183,D012189
3387183,D013156
3387183,D013997
3387183,D014416
16487622,D000328
16487622,D000368
16487622,D000911
16487622,D000077552
16487622,D016572
16487622,D003920
16487622,D004359
16487622,D005260
16487622,D006084
16487622,D006085
16487622,D016174
16487622,D006526
16487622,D006801
16487622,D006973
16487622,D007165
16487622,D007166
16487622,D008099
16487622,D016031
16487622,D008297
16487622,D008875
16487622,D011241
16487622,D011446
16487622,D011993
16487622,D012008
16487622,D013256
16487622,D015996
16487622,D016896
20832062,D052242
20832062,D000368
20832062,D000975
20832062,D000069059
20832062,D001792
20832062,D016022
20832062,D003430
20832062,D005260
20832062,D005609
20832062,D006538
20832062,D006801
20832062,D019161
20832062,D006937
20832062,D008297
20832062,D008562
20832062,D008875
20832062,D000074662
20832062,D019255
20832062,D018384
20832062,D011758
2626330,D000280
2626330,D000328
2626330,D000420
2626330,D001980
2626330,D001991
2626330,D002908
2626330,D006801
2626330,D008297
2626330,D008875
2626330,D012129
2626330,D012137
2626330,D013147
20538118,D000368
20538118,D015906
20538118,D000077144
20538118,D003324
20538118,D004359
20538118,D005260
20538118,D005500
20538118,D006801
20538118,D008297
20538118,D010359
20538118,D011159
20538118,D011379
20538118,D054328
20538118,D012189
20538118,D012307
20538118,D015996
20538118,D013624
20538118,D013988
3083445,D000328
3083445,D000639
3083445,D000929
3083445,D001008
3083445,D016642
3083445,D002986
3083445,D003866
3083445,D004311
3083445,D005260
3083445,D006801
3083445,D007099
3083445,D007520
3083445,D008297
3083445,D008875
3083445,D008996
3083445,D010200
3083445,D010624
3083445,D011427
3083445,D011581
3083445,D012737
3083445,D013001
14644398,D000328
14644398,D000368
14644398,D000369
14644398,D000792
14644398,D000907
14644398,D015153
14644398,D002340
14644398,D023521
14644398,D016993
14644398,D018450
14644398,D004797
14644398,D005260
14644398,D005500
14644398,D006801
14644398,D019161
14644398,D007070
14644398,D007074
14644398,D008077
14644398,D008297
14644398,D008875
14644398,D017035
14644398,D011341
14644398,D018570
14644398,D012720
14644398,D016896
15965573,D000319
15965573,D000638
15965573,D000889
15965573,D001281
15965573,D017298
15965573,D002227
15965573,D000077261
15965573,D016757
15965573,D004077
15965573,D006333
15965573,D006801
15965573,D008790
15965573,D009203
15965573,D011412
15965573,D016032
25432523,D000293
25432523,D000328
25432523,D000367
25432523,D000368
